Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
Wynajmê mieszkanie w Warszawie (Bia³o³êka) ul. Aluzyjna 25e;2 500 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-w-warszawie-bialoleka-ul-aluzyjna-25e-CID3-IDOpViS.html;4;2 pokoje;Blok;45,60 m?;Tak;Prywatne;500 z³
Komfortowy apartament 48 m2 z ogródkiem 50 m2. Kana³ ¯erañski.;3 100 z³;https://olx.pl/d/oferta/komfortowy-apartament-48-m2-z-ogrodkiem-50-m2-kanal-zeranski-CID3-IDSMmk4.html;Parter;2 pokoje;Apartamentowiec;48 m?;Tak;Prywatne;650 z³
Wyj¹tkowe mieszkanie 3-pokojowe Wola Tower;4 900 z³;https://olx.pl/d/oferta/wyjatkowe-mieszkanie-3-pokojowe-wola-tower-CID3-IDYoOMG.html;Powy¿ej 10;3 pokoje;Apartamentowiec;65,70 m?;Tak;Firmowe;863 z³
Jasna i cicha kawalerka 29m2 z balkonem, Warszawa Wola ul.Obozowa;2 300 z³;https://olx.pl/d/oferta/jasna-i-cicha-kawalerka-29m2-z-balkonem-warszawa-wola-ul-obozowa-CID3-IDYqjhP.html;5;Kawalerka;Apartamentowiec;29 m?;Tak;Firmowe;490 z³
Mieszkanie 52m2 Bia³o³êka, Aluzyjna;3 000 z³;https://olx.pl/d/oferta/mieszkanie-52m2-bialoleka-aluzyjna-CID3-IDWrSRj.html;1;2 pokoje;Blok;52 m?;Tak;Prywatne;550 z³
Nowe 2 pokojowe + Gara¿ + Komórka Ursus;3 000 z³;https://www.otodom.pl/pl/oferta/nowe-2-pokojowe-garaz-komorka-ursus-ID4oO2M.html;5/7;2;blok;46,59 m?;;biuro nieruchomoœci;711 z³/miesi¹c
NOWE 2 pokoje | przyjazne zwierzêtom | Szczêsna;3 200 z³;https://www.otodom.pl/pl/oferta/nowe-2-pokoje-przyjazne-zwierzetom-szczesna-ID4oP7X.html;2/2;2;blok;37,2 m?;;biuro nieruchomoœci;700 z³/miesi¹c
Mieszkanie przy METRZE ratusz bemowo OD ZARAZ 2 pokoje z balkonem;2 400 z³;https://olx.pl/d/oferta/mieszkanie-przy-metrze-ratusz-bemowo-od-zaraz-2-pokoje-z-balkonem-CID3-IDYbdjz.html;7;2 pokoje;Blok;35 m?;Tak;Prywatne;700 z³
Apartament Platinum Tower  przy Grzybowskiej;6 500 z³;https://olx.pl/d/oferta/apartament-platinum-tower-przy-grzybowskiej-CID3-IDY7FjY.html;Powy¿ej 10;2 pokoje;Apartamentowiec;50 m?;Tak;Prywatne;1 z³
NOWE mieszkanie-2 pokoje, 7min. do metra Bródno;3 000 z³;https://olx.pl/d/oferta/nowe-mieszkanie-2-pokoje-7min-do-metra-brodno-CID3-IDSx0mI.html;2;2 pokoje;Blok;36 m?;Tak;Prywatne;600 z³
Piêkne,przestronne 3p/Ursynów/Jastrzebowskiego 24;4 999 z³;https://olx.pl/d/oferta/piekne-przestronne-3p-ursynow-jastrzebowskiego-24-CID3-IDXnLkx.html;4;3 pokoje;Apartamentowiec;77,50 m?;Tak;Firmowe;700 z³
Wynajmê ul. Siennicka Warszawa !Nie ma prowizji!;3 800 z³;https://www.otodom.pl/pl/oferta/wynajme-ul-siennicka-warszawa-nie-ma-prowizji-ID4on8V.html;4;3;blok;48 m?;;biuro nieruchomoœci;800 z³/miesi¹c
Wynajmê mieszkanie;3 000 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-CID3-IDYpAiT.html;Parter;Kawalerka;Kamienica;38 m?;Tak;Prywatne;100 z³
Mieszkanie Stare Miasto;4 000 z³;https://olx.pl/d/oferta/mieszkanie-stare-miasto-CID3-IDYpAiw.html;1;2 pokoje;Kamienica;52 m?;Tak;Prywatne;500 z³
Mieszkanie dwupokojowe z gara¿em przy ul. Aluzyjnej (bezpoœrednio);2 450 z³;https://olx.pl/d/oferta/mieszkanie-dwupokojowe-z-garazem-przy-ul-aluzyjnej-bezposrednio-CID3-IDYpzFp.html;2;2 pokoje;Blok;46 m?;Tak;Prywatne;595,90 z³
S³u¿ewiec - Domaniewska - nowe studio w centrum biurowym;2 600 z³;https://olx.pl/d/oferta/sluzewiec-domaniewska-nowe-studio-w-centrum-biurowym-CID3-IDXZJpH.html;4;Kawalerka;Apartamentowiec;27 m?;Tak;Firmowe;600 z³
Wynajem mieszkania, Praga Po³udnie;3 990 z³;https://olx.pl/d/oferta/wynajem-mieszkania-praga-poludnie-CID3-IDUuTAB.html;3;2 pokoje;Blok;48 m?;Tak;Prywatne;1 z³
Mieszkanie na wynajem 45 m2 ¯oliborz Artystyczny;4 500 z³;https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-45-m2-zoliborz-artystyczny-ID4oifj.html;parter;2;blok;45 m?;;prywatny;590 z³/miesi¹c
Nowe 3-pok. mieszkanie z gara¿em ul. Przeworska przy SKM;3 600 z³;https://olx.pl/d/oferta/nowe-3-pok-mieszkanie-z-garazem-ul-przeworska-przy-skm-CID3-IDYpzRh.html;2;3 pokoje;Blok;55,50 m?;Tak;Firmowe;600 z³
Nowa kawalerka na Bródnie z gara¿em;2 800 z³;https://olx.pl/d/oferta/nowa-kawalerka-na-brodnie-z-garazem-CID3-IDYpzHO.html;2;Kawalerka;Blok;30 m?;Tak;Prywatne;550 z³
2 pokoje, 40m2 - Praga Po³udnie, Jana Nowaka-Jeziorañskiego;3 050 z³;https://olx.pl/d/oferta/2-pokoje-40m2-praga-poludnie-jana-nowaka-jezioranskiego-CID3-IDXYyfU.html;2;2 pokoje;Apartamentowiec;40 m?;Tak;Prywatne;650 z³
2 pokoje z miejscem postojowym - Bia³o³êka.;3 400 z³;https://olx.pl/d/oferta/2-pokoje-z-miejscem-postojowym-bialoleka-CID3-IDYpzdC.html;1;2 pokoje;Apartamentowiec;48,51 m?;Tak;Firmowe;640 z³
Nowe, komfortowe mieszkanie, Mokotów. Bezpoœrednio;3 950 z³;https://www.otodom.pl/pl/oferta/nowe-komfortowe-mieszkanie-mokotow-bezposrednio-ID4oaWR.html;5/6;2;apartamentowiec;34 m?;;prywatny;480 z³/miesi¹c
Komfortowe mieszkanie na wynajem Warszawa Wola - Ordona;3 600 z³;https://olx.pl/d/oferta/komfortowe-mieszkanie-na-wynajem-warszawa-wola-ordona-CID3-IDYnwf4.html;1;2 pokoje;Blok;44 m?;Tak;Prywatne;650 z³
Bliska Wola, 50 m2, 2 pok. z du¿¹ loggi¹;3 700 z³;https://olx.pl/d/oferta/bliska-wola-50-m2-2-pok-z-duza-loggia-CID3-IDYpzuA.html;4;2 pokoje;Apartamentowiec;50 m?;Tak;Prywatne;900 z³
BEZPOŒREDNIO Mokotów 33 m przy Morskim Oku;3 000 z³;https://olx.pl/d/oferta/bezposrednio-mokotow-33-m-przy-morskim-oku-CID3-IDYpzrr.html;Parter;2 pokoje;Kamienica;33 m?;Tak;Prywatne;500 z³
Wynajem | Blisko Metra M2 | 2 pokoje 29 m2;2 899 z³;https://www.otodom.pl/pl/oferta/wynajem-blisko-metra-m2-2-pokoje-29-m2-ID4oHkI.html;6/6;2;kamienica;29 m?;;biuro nieruchomoœci;500 z³/miesi¹c
2 pokojowe ul. Postêpu Galeria Mokotów Bezpoœrednio;3 900 z³;https://olx.pl/d/oferta/2-pokojowe-ul-postepu-galeria-mokotow-bezposrednio-CID3-IDN5QI1.html;7;2 pokoje;Apartamentowiec;43 m?;Tak;Prywatne;1 z³
Wynajmê mieszkanie w Warszawie Praga Po³udnie, 53m2;2 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-w-warszawie-praga-poludnie-53m2-CID3-IDK6ubp.html;2;2 pokoje;Blok;55 m?;Tak;Prywatne;750 z³
Kawalerka 26 m2 - ul. Smoleñska 82, Targówek, blisko metra;2 700 z³;https://olx.pl/d/oferta/kawalerka-26-m2-ul-smolenska-82-targowek-blisko-metra-CID3-IDLLGYl.html;1;Kawalerka;Blok;26 m?;Tak;Prywatne;600 z³
Do wynajêcia 2 pokojowe mieszkanie Warszawa Wola 39 m2;2 740 z³;https://olx.pl/d/oferta/do-wynajecia-2-pokojowe-mieszkanie-warszawa-wola-39-m2-CID3-IDY5Huk.html;Parter;2 pokoje;Blok;39 m?;Tak;Prywatne;660 z³
Mieszkanie ul. Karolkowa 7 Vice Versa;6 000 z³;https://www.otodom.pl/pl/oferta/mieszkanie-ul-karolkowa-7-vice-versa-ID4oDjd.html;2/8;2;;48 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
3-pokojowe mieszkanie ¯oliborz;4 500 z³;https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-zoliborz-ID4oJHA.html;2/5;3;blok;60 m?;;biuro nieruchomoœci;1 000 z³/miesi¹c
Super mieszkanie Warszawa Komputerowa 7;3 000 z³;https://olx.pl/d/oferta/super-mieszkanie-warszawa-komputerowa-7-CID3-IDLaMDz.html;Parter;2 pokoje;Blok;43,37 m?;Tak;Prywatne;650 z³
Mieszkanie 3 pokojowe gotowe do wprowadzenia siê przy Alei Krakowskiej;4 500 z³;https://olx.pl/d/oferta/mieszkanie-3-pokojowe-gotowe-do-wprowadzenia-sie-przy-alei-krakowskiej-CID3-IDYpyC5.html;2;3 pokoje;Blok;65 m?;Tak;Prywatne;1 000 z³
Studio przy KoŸmiñskim NOWE pierwszy najemca;2 400 z³;https://olx.pl/d/oferta/studio-przy-kozminskim-nowe-pierwszy-najemca-CID3-IDY5dAh.html;2;Kawalerka;Apartamentowiec;30 m?;Tak;Prywatne;400 z³
2 pokoje, 54m2 - Mokotów, Metro Wilanowska;3 950 z³;https://olx.pl/d/oferta/2-pokoje-54m2-mokotow-metro-wilanowska-CID3-IDYpyhl.html;Powy¿ej 10;2 pokoje;Apartamentowiec;54 m?;Tak;Prywatne;1 z³
2-pokojowe mieszkanie w Centrum Warszawy ul. Sienna;3 900 z³;https://olx.pl/d/oferta/2-pokojowe-mieszkanie-w-centrum-warszawy-ul-sienna-CID3-IDXPEWA.html;4;2 pokoje;Apartamentowiec;70 m?;Tak;Prywatne;500 z³
Mieszkanie 71m2/ 3 piêtro, Górczewska 224;4 500 z³;https://olx.pl/d/oferta/mieszkanie-71m2-3-pietro-gorczewska-224-CID3-IDYjTbo.html;3;2 pokoje;Apartamentowiec;71 m?;Tak;Prywatne;900 z³
Mieszkanie 2 pokojowe Saska Kêpa;3 700 z³;https://olx.pl/d/oferta/mieszkanie-2-pokojowe-saska-kepa-CID3-IDMrUrL.html;Parter;2 pokoje;Blok;49,98 m?;Tak;Prywatne;900 z³
2pok-48m-ul.Ludowa-Mokotów-ciche-metro Rac³awicka;2 400 z³;https://olx.pl/d/oferta/2pok-48m-ul-ludowa-mokotow-ciche-metro-raclawicka-CID3-IDHKkX5.html;2;2 pokoje;Blok;33 m?;Tak;Firmowe;800 z³
Nowe mieszkanie wynajem £opuszañska;4 000 z³;https://olx.pl/d/oferta/nowe-mieszkanie-wynajem-lopuszanska-CID3-IDY1Jf7.html;3;3 pokoje;Apartamentowiec;49 m?;Tak;Prywatne;1 000 z³
Bezpoœrednio, Kawalerka Wola, od 1 lutego, dla 1 osoby, Wifi, Nowe;2 100 z³;https://olx.pl/d/oferta/bezposrednio-kawalerka-wola-od-1-lutego-dla-1-osoby-wifi-nowe-CID3-IDYmNuJ.html;2;Kawalerka;Apartamentowiec;20 m?;Tak;Prywatne;550 z³
Wynajmê ³adne mieszkanie 57 m na ¯oliborzu przy Metrze Dworzec Gdañski;3 200 z³;https://olx.pl/d/oferta/wynajme-ladne-mieszkanie-57-m-na-zoliborzu-przy-metrze-dworzec-gdanski-CID3-IDYkUra.html;2;2 pokoje;Kamienica;57 m?;Tak;Prywatne;1 z³
Nowe-4pok-100m, Krochmalna, ochrona, balkon-Centrum;5 300 z³;https://olx.pl/d/oferta/nowe-4pok-100m-krochmalna-ochrona-balkon-centrum-CID3-IDKnELW.html;3;4 i wiêcej;Apartamentowiec;87 m?;Tak;Firmowe;1 500 z³
Nowe mieszkanie 2-pokojowe Ursus;3 400 z³;https://olx.pl/d/oferta/nowe-mieszkanie-2-pokojowe-ursus-CID3-IDV2aNb.html;1;2 pokoje;Apartamentowiec;45 m?;Tak;Prywatne;1 z³
2-pokojowe mieszkanie na Wola;4 000 z³;https://olx.pl/d/oferta/2-pokojowe-mieszkanie-na-wola-CID3-IDYpdrY.html;2;2 pokoje;Apartamentowiec;45 m?;Tak;Prywatne;700 z³
Apartament 47m2,gara¿ blisko stacji Metra Chrzanów;2 900 z³;https://www.otodom.pl/pl/oferta/apartament-47m2-garaz-blisko-stacji-metra-chrzanow-ID4oOvn.html;4/4;2;apartamentowiec;47 m?;;biuro nieruchomoœci;680 z³/miesi¹c
¯upnicza 23a Nowe komfortowe mieszkanie od 1.02;3 500 z³;https://www.otodom.pl/pl/oferta/zupnicza-23a-nowe-komfortowe-mieszkanie-od-1-02-ID4oP3d.html;4/4;2;apartamentowiec;48 m?;;prywatny;1 000 z³/miesi¹c
Mennica Residence_NOWE 2 pok_43m2_gara¿_Grzybowska przy Rondzie ONZ;5 000 z³;https://olx.pl/d/oferta/mennica-residence-nowe-2-pok-43m2-garaz-grzybowska-przy-rondzie-onz-CID3-IDVHc2m.html;7;2 pokoje;Apartamentowiec;40 m?;Tak;Firmowe;700 z³
Atrakcyjnie zlokalizowane;3 900 z³;https://olx.pl/d/oferta/atrakcyjnie-zlokalizowane-CID3-IDYcOFY.html;1;3 pokoje;Kamienica;65 m?;Nie;Prywatne;750 z³
Po remoncie, 2 pokoje, balkon, Ochota - Grójeca;2 600 z³;https://www.otodom.pl/pl/oferta/po-remoncie-2-pokoje-balkon-ochota-grojeca-ID4oAem.html;1;2;blok;36 m?;;prywatny;833 z³/miesi¹c
Elegancka kawalerka z antresol¹, 10 minut od Centrum;2 400 z³;https://olx.pl/d/oferta/elegancka-kawalerka-z-antresola-10-minut-od-centrum-CID3-IDCu8kH.html;1;Kawalerka;Apartamentowiec;29 m?;Tak;Firmowe;820 z³
2 oddzielne pokoje 57,5 m2 Powiœle rej. Tamka do wynajêcia od zaraz;4 300 z³;https://olx.pl/d/oferta/2-oddzielne-pokoje-57-5-m2-powisle-rej-tamka-do-wynajecia-od-zaraz-CID3-IDPqcnA.html;1;2 pokoje;Kamienica;57,50 m?;Tak;Prywatne;1 z³
Apartament kawalerka do wynajecia W-wa Anin Wawer wynajem mieszkanie;1 800 z³;https://olx.pl/d/oferta/apartament-kawalerka-do-wynajecia-w-wa-anin-wawer-wynajem-mieszkanie-CID3-IDRCQv6.html;1;Kawalerka;Dom wolnostoj¹cy;40 m?;Tak;Prywatne;300 z³
Mieszkanie 43m2 Bemowo Szeligowska;4 000 z³;https://olx.pl/d/oferta/mieszkanie-43m2-bemowo-szeligowska-CID3-IDYlHED.html;2;2 pokoje;Blok;43 m?;Tak;Prywatne;1 z³
2 pokoje Mokotów bezpoœrednio;2 600 z³;https://olx.pl/d/oferta/2-pokoje-mokotow-bezposrednio-CID3-IDYmR1F.html;;2 pokoje;Blok;39 m?;Tak;Prywatne;500 z³
Mieszkanie 2-pok | Parking |  FV | Zamoyskiego;3 000 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-parking-fv-zamoyskiego-ID4oHkT.html;2/8;2;blok;35 m?;;biuro nieruchomoœci;
Kawalerka 22,5 m2 z komórk¹ w Ursusie;2 300 z³;https://olx.pl/d/oferta/kawalerka-22-5-m2-z-komorka-w-ursusie-CID3-IDPO810.html;Parter;Kawalerka;Blok;22,32 m?;Tak;Prywatne;1 z³
Mieszkanie 2-pok | Gara¿ w cenie | Wyglêdowska;4 800 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-garaz-w-cenie-wygledowska-ID4dDiB.html;5/6;2;blok;50 m?;;biuro nieruchomoœci;
Mieszkanie 2-pok | Gara¿ | Nowaka-Jeziorañskiego;3 950 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-garaz-nowaka-jezioranskiego-ID4oKZx.html;2/8;2;apartamentowiec;40 m?;;biuro nieruchomoœci;
Mieszkanie do wynajêcia. Pere³ka !;3 500 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-perelka-CID3-IDXsSf4.html;2;2 pokoje;Apartamentowiec;39 m?;Tak;Prywatne;700 z³
Jana Kazimierza bezpoœrednio;3 000 z³;https://www.otodom.pl/pl/oferta/jana-kazimierza-bezposrednio-ID4oOUV.html;4/6;2;apartamentowiec;35 m?;;prywatny;1 z³/miesi¹c
Mieszkanie do wynajêcia Ursus;2 900 z³;https://olx.pl/d/oferta/mieszkanie-do-wynajecia-ursus-CID3-IDSbaYN.html;1;2 pokoje;Blok;35 m?;Tak;Prywatne;550 z³
Komfortowe 2 pokoje+gara¿+komórka lokatorska+garderoba ul. Ludwisarska;3 300 z³;https://olx.pl/d/oferta/komfortowe-2-pokoje-garaz-komorka-lokatorska-garderoba-ul-ludwisarska-CID3-IDYpwSQ.html;2;2 pokoje;Apartamentowiec;56 m?;Tak;Prywatne;700 z³
** 2-pok. na miasteczku Wilanów, gara¿, wysoki standard **;3 300 z³;https://olx.pl/d/oferta/2-pok-na-miasteczku-wilanow-garaz-wysoki-standard-CID3-IDYpvaZ.html;3;2 pokoje;Apartamentowiec;38 m?;Tak;Firmowe;600 z³
mieszkanie przy metrze, wysoki standard, gara¿ w cenie;3 400 z³;https://olx.pl/d/oferta/mieszkanie-przy-metrze-wysoki-standard-garaz-w-cenie-CID3-IDPChzt.html;8;2 pokoje;Apartamentowiec;49 m?;Tak;Prywatne;800 z³
Mieszkanie 52m z DU¯YM tarasem 55m Ursus(Go³¹bki) od zaraz.;3 300 z³;https://olx.pl/d/oferta/mieszkanie-52m-z-duzym-tarasem-55m-ursusgolabki-od-zaraz-CID3-IDYjL3i.html;Parter;2 pokoje;Blok;52 m?;Tak;Prywatne;1 z³
Powiœle - œliczne mieszkanie po remoncie;3 000 z³;https://www.otodom.pl/pl/oferta/powisle-sliczne-mieszkanie-po-remoncie-ID4jzzN.html;parter;1;kamienica;30 m?;;prywatny;500 z³/miesi¹c
apartament typu open - space Aleja Wilanowska 7a;4 500 z³;https://olx.pl/d/oferta/apartament-typu-open-space-aleja-wilanowska-7a-CID3-IDY1jwH.html;3;3 pokoje;Apartamentowiec;86 m?;Tak;Prywatne;2 050 z³
Ma³a kawalerka na zielonym Ursynowie;2 100 z³;https://olx.pl/d/oferta/mala-kawalerka-na-zielonym-ursynowie-CID3-IDHkQk9.html;2;Kawalerka;Blok;17 m?;Tak;Prywatne;1 z³
Wynajmê lokal pod biuro lub gabinet bezpoœrednio ul. Abrahama 2a/1;2 500 z³;https://olx.pl/d/oferta/wynajme-lokal-pod-biuro-lub-gabinet-bezposrednio-ul-abrahama-2a-1-CID3-IDYpwp0.html;Parter;2 pokoje;Blok;55 m?;Nie;Prywatne;652 z³
2pokojowe Metro Wierzbno, widok na zielen, ciche, od 1 marca;2 190 z³;https://olx.pl/d/oferta/2pokojowe-metro-wierzbno-widok-na-zielen-ciche-od-1-marca-CID3-IDYnru2.html;9;2 pokoje;Blok;38 m?;Tak;Prywatne;700 z³
Komfortowe mieszkanie 2-pokojowe przy Arkadii;4 500 z³;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-2-pokojowe-przy-arkadii-ID4oOUl.html;7/11;2;apartamentowiec;55 m?;;prywatny;1 400 z³/miesi¹c
3 pokojowe mieszkanie;3 000 z³;https://olx.pl/d/oferta/3-pokojowe-mieszkanie-CID3-IDYpwut.html;3;3 pokoje;Blok;60 m?;Tak;Prywatne;1 020 z³
Al.Stanów Zjednoczonych 72-Praga, studio, PROWIZJA 0%;2 400 z³;https://olx.pl/d/oferta/al-stanow-zjednoczonych-72-praga-studio-prowizja-0-CID3-IDYpwpl.html;8;Kawalerka;Apartamentowiec;33 m?;Tak;Firmowe;740 z³
Nowe wynajmê 2 pok.z miejscem gara¿owym /W³ochy/;4 000 z³;https://www.otodom.pl/pl/oferta/nowe-wynajme-2-pok-z-miejscem-garazowym-wlochy-ID4mLv2.html;1;2;blok;43 m?;;prywatny;500 z³/miesi¹c
Wynajmê 2 pokojowe mieszkanie po generalnym remoncie, umeblowane;3 000 z³;https://olx.pl/d/oferta/wynajme-2-pokojowe-mieszkanie-po-generalnym-remoncie-umeblowane-CID3-IDYiyR6.html;7;2 pokoje;Blok;37 m?;Tak;Prywatne;650 z³
Bezpoœrednio, z gara¿em,;2 800 z³;https://www.otodom.pl/pl/oferta/bezposrednio-z-garazem-ID4oORh.html;2/7;2;blok;45 m?;;prywatny;600 z³/miesi¹c
! NOWE ! PIÊKNE ! 55 m ! CYBERNETYKI ! oddzielna kuchnia ! DU¯Y TARAS;3 900 z³;https://olx.pl/d/oferta/nowe-piekne-55-m-cybernetyki-oddzielna-kuchnia-duzy-taras-CID3-IDY8rn6.html;7;2 pokoje;Apartamentowiec;55 m?;Tak;Prywatne;500 z³
Wynajmê mieszkanie w Warszawie Praga Po³udnie, 53m2;2 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-w-warszawie-praga-poludnie-53m2-CID3-IDK6ubp.html;2;2 pokoje;Blok;55 m?;Tak;Prywatne;750 z³
Mokotow du¿a Kawalerka/ Nowoczesna/ Ogrodek/ maly pies/kot!;3 000 z³;https://olx.pl/d/oferta/mokotow-duza-kawalerka-nowoczesna-ogrodek-maly-pies-kot-CID3-IDK4wd5.html;Parter;Kawalerka;Apartamentowiec;25 m?;Tak;Prywatne;1 z³
Przytulne mieszkanie, 2 pok. ulica ¯elazna,Centrum - do wynajêcia;2 980 z³;https://olx.pl/d/oferta/przytulne-mieszkanie-2-pok-ulica-zelazna-centrum-do-wynajecia-CID3-IDYkirs.html;Powy¿ej 10;2 pokoje;Blok;40 m?;Tak;Prywatne;1 120 z³
Nowe komfortowe mieszkanie 70 m2 Wiœlany Mokotów V;5 600 z³;https://www.otodom.pl/pl/oferta/nowe-komfortowe-mieszkanie-70-m2-wislany-mokotow-v-ID4jyOz.html;1/3;3;apartamentowiec;70 m?;;prywatny;1 z³/miesi¹c
Przytulne mieszkanie obok metra Kondratowicza;2 500 z³;https://olx.pl/d/oferta/przytulne-mieszkanie-obok-metra-kondratowicza-CID3-IDYpuGX.html;5;2 pokoje;Blok;33 m?;Tak;Prywatne;650 z³
3 pokoje blisko metra;3 190 z³;https://www.otodom.pl/pl/oferta/3-pokoje-blisko-metra-ID4mKSp.html;1/7;3;blok;68,33 m?;;biuro nieruchomoœci;700 z³/miesi¹c
Duza Kawalerka WOLA TOWER;3 000 z³;https://olx.pl/d/oferta/duza-kawalerka-wola-tower-CID3-IDYpuwa.html;2;Kawalerka;Blok;37 m?;Tak;Prywatne;1 z³
Dwupokojowe, Kabaty, 50m2, gara¿, bezpoœrednio;3 500 z³;https://olx.pl/d/oferta/dwupokojowe-kabaty-50m2-garaz-bezposrednio-CID3-IDYbmtJ.html;4;2 pokoje;Blok;50 m?;Tak;Prywatne;1 000 z³
Bezpoœrednio 2 pokoje, 40m2, blisko metra;3 500 z³;https://www.otodom.pl/pl/oferta/bezposrednio-2-pokoje-40m2-blisko-metra-ID4ouKS.html;;2;apartamentowiec;40 m?;;prywatny;600 z³/miesi¹c
Wynajmê 2 pokojowe mieszkanie Ursus Skorosze w cenie gara¿;3 100 z³;https://olx.pl/d/oferta/wynajme-2-pokojowe-mieszkanie-ursus-skorosze-w-cenie-garaz-CID3-IDY58nW.html;4;2 pokoje;Blok;42 m?;Tak;Prywatne;500 z³
Mieszkanie 2-pok | 54 m2 | Balkon | Samochodowa;3 730 z³;https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-54-m2-balkon-samochodowa-ID4oyKZ.html;8/8;2;blok;54 m?;;biuro nieruchomoœci;540 z³/miesi¹c
2 pokoje 53m2 przy metrze Wilanowska;2 800 z³;https://www.otodom.pl/pl/oferta/2-pokoje-53m2-przy-metrze-wilanowska-ID42hRu.html;6/13;2;apartamentowiec;53 m?;;prywatny;900 z³/miesi¹c
Apartament na Powiœlu/ 66 m2/  ul. Wybrze¿e Koœciuszkowskie;8 500 z³;https://olx.pl/d/oferta/apartament-na-powislu-66-m2-ul-wybrzeze-kosciuszkowskie-CID3-IDYdWUr.html;2;2 pokoje;Apartamentowiec;66 m?;Tak;Prywatne;0,10 z³
Mieszkanie na wynajem na 1-6 miesiêcy, 1,5 pokoju;3 300 z³;https://olx.pl/d/oferta/mieszkanie-na-wynajem-na-1-6-miesiecy-1-5-pokoju-CID3-IDYpJLa.html;4;Kawalerka;Apartamentowiec;32 m?;Tak;Prywatne;500 z³
Funkcjonalny apartament 2 pokoje na Bemowie;2 900 z³;https://olx.pl/d/oferta/funkcjonalny-apartament-2-pokoje-na-bemowie-CID3-IDVbbmJ.html;2;2 pokoje;Apartamentowiec;35 m?;Tak;Prywatne;724 z³
wynajmê mieszkanie;3 500 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-CID3-IDOlznR.html;1;2 pokoje;Apartamentowiec;42 m?;Tak;Prywatne;1 z³
Wynajmê mieszkanie w Warszawie Praga Po³udnie, 53m2;2 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-w-warszawie-praga-poludnie-53m2-CID3-IDK6ubp.html;2;2 pokoje;Blok;55 m?;Tak;Prywatne;750 z³
Ursynów, Imielin 2 pokoje, 57m z widokiem na Warszawê;3 100 z³;https://olx.pl/d/oferta/ursynow-imielin-2-pokoje-57m-z-widokiem-na-warszawe-CID3-IDYo424.html;Powy¿ej 10;2 pokoje;Blok;57 m?;Tak;Prywatne;1 000 z³
Wynajmê mieszkanie 72m 3 pokoje Al.St. Zjednoczonych 72;4 900 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-72m-3-pokoje-al-st-zjednoczonych-72-CID3-IDYptIn.html;8;3 pokoje;Blok;72 m?;Tak;Prywatne;1 100 z³
Kawalerka 37m. Wola, Warszawa;3 100 z³;https://olx.pl/d/oferta/kawalerka-37m-wola-warszawa-CID3-IDPxyyk.html;10;Kawalerka;Apartamentowiec;37 m?;Tak;Prywatne;500 z³
Funkcjonalne mieszkanie 46m2 w podwarszawskich Z¹bkach;2 200 z³;https://olx.pl/d/oferta/funkcjonalne-mieszkanie-46m2-w-podwarszawskich-zabkach-CID3-IDYptmb.html;3;2 pokoje;Blok;46 m?;Tak;Prywatne;800 z³
Wynajem BEZPOŒREDNI. Mieszkanie do wynajêcia Warszawa Mokotów Sadyba;3 600 z³;https://olx.pl/d/oferta/wynajem-bezposredni-mieszkanie-do-wynajecia-warszawa-mokotow-sadyba-CID3-IDXV2FO.html;;2 pokoje;Blok;53 m?;Tak;Prywatne;310,90 z³
Mieszkanie Forty Bema z balkonem i parkingiem na chronionym osiedlu -;2 000 z³;https://olx.pl/d/oferta/mieszkanie-forty-bema-z-balkonem-i-parkingiem-na-chronionym-osiedlu-CID3-IDYptzg.html;4;Kawalerka;Blok;34 m?;Tak;Prywatne;750 z³
Wynajmê Mieszkanie z miejscem postojowym, Ursynów 84m2, metro Ursynów;5 500 z³;https://olx.pl/d/oferta/wynajme-mieszkanie-z-miejscem-postojowym-ursynow-84m2-metro-ursynow-CID3-IDRdZab.html;3;4 i wiêcej;Blok;84 m?;Tak;Prywatne;1 100 z³
Ochota ul. W³odarzewska , 2 pok. 51,82 m;3 500 z³;https://www.otodom.pl/pl/oferta/ochota-ul-wlodarzewska-2-pok-51-82-m-ID4oJhq.html;suterena/3;2;blok;51,82 m?;;biuro nieruchomoœci;800 z³/miesi¹c
Komfortowe mieszkanie na Ursynowie-Mokotowie;3 900 z³;https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-na-ursynowie-mokotowie-ID4op96.html;1/4;3;apartamentowiec;47 m?;;prywatny;950 z³/miesi¹c
